player_id,name_first,name_last,hand,birthdate,country
101434,Petr,Korda,L,1968-01-23,CZE
101439,Javier,Sanchez,R,1968-02-01,ESP
101440,Mark,Koevermans,R,1968-02-03,NED
101441,Martin,Sinner,R,1968-02-07,GER
101459,Tomas,Nydahl,R,1968-03-21,SWE
101460,Jose Francisco,Altur,L,1968-03-24,ESP
101462,Francisco,Roig,R,1968-04-01,ESP
101463,Bernd,Karbacher,R,1968-04-03,GER
101469,Brian,Garrow,R,1968-04-08,USA
101475,Carlos,Costa,R,1968-04-22,ESP
101481,Omar,Camporese,R,1968-05-08,ITA
101482,Markus,Zoecke,R,1968-05-10,GER
101500,Christian,Saceanu,R,1968-07-08,GER
101507,Tomas,Carbonell,R,1968-08-07,ESP
101510,Henrik,Holm,R,1968-08-22,SWE
101511,Horst,Skoff,R,1968-08-22,AUT
101529,Michael,Stich,R,1968-10-18,GER
101532,Francisco,Clavet,L,1968-10-24,ESP
101543,Jeff,Tarango,L,1968-11-20,USA
101549,Rodolphe,Gilbert,L,1968-12-12,FRA
101582,Gilbert,Schaller,R,1969-03-17,AUT
101589,Arnaud,Boetsch,R,1969-04-01,FRA
101601,Brett,Steven,R,1969-04-27,NZL
101606,Alberto,Mancini,R,1969-05-20,ARG
101609,David,Wheaton,R,1969-06-02,USA
101611,Cedric,Pioline,R,1969-06-15,FRA
101613,Malivai,Washington,R,1969-06-20,USA
101642,Bart,Wuyts,R,1969-09-15,BEL
101647,Byron,Black,R,1969-10-06,ZIM
101649,Guillermo,Perez Roldan,R,1969-10-20,ARG
101659,Jan,Apell,L,1969-11-04,SWE
101660,Francisco,Montana,R,1969-11-05,USA
101675,Martin,Rodriguez,R,1969-12-18,ARG
101685,Markus,Naewie,R,1970-01-07,GER
101686,Franco,Davin,L,1970-01-11,ARG
101703,Guillaume,Raoux,R,1970-02-14,FRA
101711,Alex,Obrien,R,1970-03-07,USA
101717,Diego,Nargiso,L,1970-03-15,ITA
101719,Frederic,Fontang,R,1970-03-18,FRA
101723,Magnus,Larsson,R,1970-03-25,SWE
101725,Gabriel,Markus,R,1970-03-31,ARG
101727,Jason,Stoltenberg,R,1970-04-04,AUS
101731,Nuno,Marques,L,1970-04-09,POR
101733,Jan,Siemerink,L,1970-04-14,NED
101735,Richard,Fromberg,R,1970-04-28,AUS
101736,Andre,Agassi,R,1970-04-29,USA
101746,Renzo,Furlan,R,1970-05-17,ITA
101750,Cristiano,Caratti,R,1970-05-24,ITA
101761,Jaime,Oncins,R,1970-06-16,BRA
101767,Lars,Jonsson,R,1970-06-27,SWE
101772,Andrei,Cherkasov,R,1970-07-04,RUS
101774,Todd,Martin,R,1970-07-08,USA
101775,Frederik,Fetterlein,R,1970-07-11,DEN
101776,Sandon,Stolle,R,1970-07-13,AUS
101783,Mark,Petchey,R,1970-08-01,GBR
101789,Steve,Bryan,R,1970-08-10,USA
101792,Slava,Dosedel,R,1970-08-14,CZE
101793,Jim,Courier,R,1970-08-17,USA
101797,Jacco,Eltingh,R,1970-08-29,NED
